,Lane,Summoner,Champion,Kills,Deaths,Assists,Killing_Spree,Multikills,Total_Damage,Damage_To_Objectives,Damage_To_Turrets,Damage_Taken,Gold_Earned,Champ_Level,Wards_Bought,Vision_Score,Crowd_Controls,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,champion_name
4809,BOTTOM,PefmmQfVz8-6Gwd3ZqavQ8ZaoaHZAcHmNi-rj_grFeGeWPk,412,0,5,17,0,0,5973,3948,2006,11796,7039,13,9,73,20,3107,3401,0,3117,1033,2424,3364,Thresh
4827,BOTTOM,CpbXhQHNclEV7YnwxEkEIket2SZcUIeK6cw_AhYEsI2ixg,16,2,7,10,0,1,4660,0,0,10565,6028,10,8,35,25,2031,0,3092,1001,3504,0,3364,Soraka
4833,BOTTOM,cTOa8dfH5KExpZtP943Ba229uPN7WshirHTUhxDwdiEyCw,43,3,10,19,0,1,11556,2624,2456,20367,10810,14,5,65,19,3092,3117,3107,3504,2055,3174,3364,Karma
4837,BOTTOM,847S3xAzKOgzv1zk5aw9DC3wcXeRH9n03jWDkTjx8xfuiXs,117,2,0,11,2,1,4080,4745,1547,6584,8961,12,9,68,13,3107,3504,3069,3009,0,0,3364,Lulu
4850,BOTTOM,oh1anyegIC24O6wtOsnkbJd9JaPrSkYQUmqFPhSws8gAow,53,2,2,11,0,1,5893,4463,3259,9494,7534,11,6,44,19,0,1028,3050,3401,1031,3117,3364,Blitzcrank
4854,BOTTOM,oh1anyegIC24O6wtOsnkbJd9JaPrSkYQUmqFPhSws8gAow,53,7,2,18,6,2,9386,2893,822,17267,10133,15,8,59,31,2055,3190,3050,3401,3109,3117,3364,Blitzcrank
4871,BOTTOM,7ERYP9spFkble1qpmxLF3zQ-bHFkJ4DV9Yd9iEES1GOIeA,555,5,3,6,3,2,6315,1483,1483,11346,8229,12,11,59,13,3142,3117,3096,2423,2055,3134,3364,Pyke
4884,BOTTOM,-IK97EPg6kuMvy7jA3pMGIROU-kCtK-R0odU0zyChXgc2w,43,1,1,18,0,1,7584,2495,2110,10829,7538,12,5,42,15,3092,3504,3067,2055,1082,3117,3364,Karma
4885,BOTTOM,mL-ZoBGelDq0-zr6msevcTP4nDWh49o2-ggqoM5qar0a9Cc,99,2,4,16,0,1,8507,3111,2798,7414,8007,12,5,50,42,3117,3098,3504,0,0,3174,3364,Lux
4898,BOTTOM,KJhcl1R5bbs1mzruxKfHJkReQH1saRwROeOz9wKclI5I7Q,111,5,8,10,2,2,7504,791,562,18806,8702,13,8,85,49,3117,3109,3401,3024,1033,0,3364,Nautilus
4900,BOTTOM,u_KLHnr4Vcd7kO15w2-rJdak43yvNMT3iaaHjUdj5NPHWSS3l0eSWi36,53,0,8,16,0,0,8724,2384,2106,22805,7245,13,7,46,32,3067,3050,3401,3117,0,0,3364,Blitzcrank
4910,BOTTOM,ExvGV3CvOonsZ0GOcEmuURCs4HTZUPadIBnh30dSta8QEYw,37,0,6,5,0,0,7003,634,354,12418,7002,10,0,29,12,3098,3040,2031,3057,3113,2422,3364,Sona
4938,BOTTOM,SiPedYiziUmyzNALP2FdQ8ZO03PUgYabZhG1PlgDFjYFZg,99,2,10,24,0,1,12133,1805,719,15025,10316,14,8,54,26,3117,3092,3107,3504,0,3174,3364,Lux
5005,BOTTOM,Bh7AqsGhWdwFLUs6IH5na8hcJVO3N-U9vO_X-Kuu-FuDTw,43,2,6,23,0,1,10464,4384,2018,10627,9522,14,11,69,18,2055,3222,3098,3174,3117,3504,3364,Karma
5022,BOTTOM,Sxw8CXoWTrxn6QL44K7SmrS0vYy6Kc1h9wgQ-RgmRx6mJSM,99,3,9,13,0,1,7818,1212,1212,11021,7294,10,5,54,46,3098,3504,3117,3108,0,0,3364,Lux
5028,BOTTOM,Xi8LusTK1Yc29HVX9Dr9Rc25Esue8M7m5I0rnGuCifDNJQ,26,3,3,4,2,1,6710,139,61,11358,5353,11,4,23,14,2055,3098,3905,1052,1082,3117,3364,Zilean
5030,BOTTOM,Nd_Ob3npRQ7Eq5xzq6R1rjw1YBX4sKt4KsBRrbxEC9asGL0,161,5,4,9,2,1,22803,4175,3052,15871,11785,15,8,83,25,3285,2055,3092,3165,3117,3108,3364,Velkoz
5042,BOTTOM,g0HqgP_MZXn1MlDi1w34a_Bjxx2BWcNfdoIG2HdDIKnINQ,267,1,3,23,0,1,12520,4016,2516,12505,10273,14,10,80,34,3098,0,3117,3107,3504,3174,3364,Nami
5051,BOTTOM,kdP06oAxXgLhGNyqlfjqfRBU61LJ1Mc9bQMaJu3bHYYKZnU,117,0,5,11,0,0,7109,315,119,9883,6773,12,5,39,35,3098,3504,3222,3108,2055,0,3364,Lulu
5054,BOTTOM,w2Dg9p4j-OZMM__SG4ZS6dVr4-8IW93wgRar4K2Up4W-Lg,99,1,3,24,0,1,13787,4599,2295,12496,11132,15,10,73,70,3140,3098,3107,3174,3117,3504,3364,Lux
5073,BOTTOM,f_-8FKxz6MXTXo9wdY9tn4cZTnkaSUjbVgim1DUKHF6puOw,412,1,1,9,0,1,4579,2271,1156,5729,7057,11,6,52,23,3069,0,3107,3105,3117,0,3364,Thresh
5076,BOTTOM,qJlokBmzdZHnhJC32_LGEpd--ZacRvdpEZWvfhiGOfRvWg,99,2,10,6,0,1,6957,1061,1061,9924,5976,10,4,30,48,3117,3174,3114,1052,0,3098,3364,Lux
5083,BOTTOM,kdP06oAxXgLhGNyqlfjqfRBU61LJ1Mc9bQMaJu3bHYYKZnU,37,2,7,14,0,1,7956,534,534,15214,7010,12,5,31,4,3098,3040,2422,3801,3114,0,3364,Sona
5086,BOTTOM,96bx-4JnCJ_wgW0GGVgCkFmsKhx1Z3IdWQZSydEoVCzQ1g,350,1,1,11,0,1,10496,1250,0,5400,6888,11,5,38,18,3098,3107,1082,3174,0,2055,3364,Yuumi
5089,BOTTOM,QYEvO9i8iv599yDgiXipwre3k7CJB4VH-8Rcq-VqeNnqdkY,53,4,14,13,0,1,8633,62,62,24628,7403,11,12,51,39,3117,3067,2055,3401,1029,3050,3364,Blitzcrank
5094,BOTTOM,UUGXEr7fSoHuKwPvnJfsCgCQCOTE63EDmHbd9VH-f_EF7OSTbSH0dBDP,12,1,3,3,0,1,3245,135,0,13149,4323,10,8,34,24,3097,0,1028,2055,3067,3117,3364,Alistar
5147,BOTTOM,gjBuWNNpz21HMs-KJPbofEjXIoZ2dTG6WS6W8KEpKfl8uQ,267,3,5,15,2,1,9289,3184,2757,10906,9073,13,7,66,24,3098,3117,0,3174,3504,3067,3364,Nami
5188,BOTTOM,hJcBxFVLAXmWSewFhcdDszUrP3fumP2HHBOp22Gle4Z-jw,350,0,1,8,0,0,5727,2175,1788,2446,5476,11,8,26,19,2003,3098,2055,3174,3113,1004,3364,Yuumi
5200,BOTTOM,q5eh9O_NczVULVxvwPf9DLnM-sZH-AOU48MHVIrU22M7zg,412,5,11,15,2,1,13901,1513,506,32141,10604,14,10,94,45,3069,3107,3117,0,3050,3067,3364,Thresh
5204,BOTTOM,t3vF0yNRsH3zlA3XomYl3R6Z4_ADxBUSrd6grDirwp5--p0,99,2,12,11,0,1,14761,152,152,20261,8171,15,0,19,43,3098,3117,3285,3102,0,0,3340,Lux
5219,BOTTOM,apeNl3z0rSa5sIfnK_SJMsVVtAXIooLkswKiseAW3_OI_V0,43,2,4,20,0,1,10134,2579,1823,9143,7944,12,9,50,19,3098,3117,0,3174,3114,1052,3364,Karma
5227,BOTTOM,RHeL7fJXRKnapFqyKZRdztsNwFE0lApKVMa3_qwX8tVOOHw,26,1,3,18,0,1,12183,3538,1404,11597,8878,14,4,50,18,3027,3158,3096,1026,3136,2055,3364,Zilean
5240,BOTTOM,dTA_5pkH_uwfaoU6oAtxkZ1WH_T-cRaNqZ3arIHx6GjA72w,63,6,7,18,2,1,24660,8693,4773,15835,11020,15,3,43,24,2420,3098,3151,3116,3020,3108,3363,Brand
5253,BOTTOM,847S3xAzKOgzv1zk5aw9DC3wcXeRH9n03jWDkTjx8xfuiXs,43,2,3,11,0,1,17409,150,150,18607,7611,12,8,56,45,3020,3151,3092,1052,0,0,3364,Karma
5258,BOTTOM,N3BiCaa6c5b9uY2GklxYefhXlaDeSI6vYGpmzKEWVAjdxQ,111,1,2,7,0,1,5086,343,343,8403,5941,13,2,30,24,3401,3211,1033,3047,2055,1006,3364,Nautilus
5260,BOTTOM,WecUlumGqqdQYnqEWIR-DiR1UlbgT0NXNH6VoBBwodlD2_Q,37,2,7,18,0,1,9898,5667,3442,12611,9234,14,3,49,18,3041,3158,3098,3174,3114,3504,3364,Sona
5263,BOTTOM,5ySAGwWRDkyJIVil_u0WEbok7ff2uCodUIcw99G3hr12CQ,99,4,2,21,3,1,7415,2721,2721,4815,8266,11,7,39,42,3098,3174,3117,3504,2055,3114,3364,Lux
5271,BOTTOM,gU20MdZ-A_qYq9ebPcix53tqiags7JS1ubkH4Q22rHw,267,1,6,16,0,1,9322,0,0,14300,7294,13,1,60,46,3107,3096,3174,3158,3114,1052,3364,Nami
5272,BOTTOM,ok3Z0tKpyNldrH9zXtcZUqigbsPtvy3Z8h4l0UkFKMiwBw,555,6,6,2,4,3,5889,89,89,13927,8570,10,6,40,21,2421,3117,3401,3147,2055,1031,3364,Pyke
5281,BOTTOM,aSYeW165iMsyzsdRI-NDQhE3XrRMBmtgqW3bF3xabrcfMaU,16,0,1,0,0,0,329,0,0,611,3110,1,0,0,0,3303,2003,2422,0,0,0,3340,Soraka
5295,BOTTOM,mt7uxItRIjFtJJuBc2vlpORQ76NuPSSyNpThXFAfr1w8mgc,53,5,10,17,0,1,11944,1201,1201,23177,8877,13,5,52,44,3117,1033,3401,3109,3050,0,3364,Blitzcrank
5308,BOTTOM,ylVFBfjCjjo5Z0PSfdPeDKNinqrv1ge9st8VIHR_WdI,99,1,9,17,0,1,9540,4179,1099,12790,7661,11,8,59,50,3117,3174,3028,3098,1004,0,3364,Lux
5330,BOTTOM,ICY2ZgBWxd6xvi2Gmonl8AJw73eucnPa08JXxGtGxzOqFIw,223,1,3,8,0,1,4690,5287,1581,16300,7201,12,7,24,11,3401,1057,3065,3111,2055,0,3364,TahmKench
5336,BOTTOM,gjBuWNNpz21HMs-KJPbofEjXIoZ2dTG6WS6W8KEpKfl8uQ,267,2,4,10,0,1,5219,1759,1289,8582,6164,11,8,45,14,3098,1001,2055,3174,3114,1052,3364,Nami
5339,BOTTOM,HbRzNcWqThCvBT2hBwCCvLw73X4LgQXQl6fJhJPBRSr9iAc,350,0,3,4,0,0,6997,1188,1028,5883,4925,9,4,27,15,2055,3098,1082,3174,3114,0,3364,Yuumi
5340,BOTTOM,IJL6oe_s8pvFOQ1f4zpRqp6wt3mU1hn5V7r7hOwsuu6T6Q,223,2,5,22,0,1,13250,5531,1932,31748,10633,16,11,62,32,3110,3401,0,3111,3082,3194,3364,TahmKench
5344,BOTTOM,mNzDTci7sedxNS02yzCkpNzm00AjxyKsCaGiNA3uik1-0g,53,2,7,16,0,1,8748,5874,0,32198,9610,16,5,50,31,3117,3401,3107,3050,0,1031,3364,Blitzcrank
5367,BOTTOM,4T3TNXcX3hdx_vyJsBbIOGv2jrempMvPSv-soqSWaNzorw,99,3,4,12,3,1,8084,1734,496,4841,8122,12,8,65,51,3504,3158,3098,0,3174,1004,3364,Lux
5386,BOTTOM,g0HqgP_MZXn1MlDi1w34a_Bjxx2BWcNfdoIG2HdDIKnINQ,267,4,10,26,2,1,16092,1924,1716,26204,12085,15,9,87,25,3174,3092,3504,3107,3114,3117,3364,Nami
5390,BOTTOM,vTPHfvx1UrzQFHLE86v0vHIJni9aEV8k9laerBQTBJjE-xc,43,2,2,4,2,1,4958,860,860,8907,5804,10,3,43,12,3504,3098,3105,3111,0,0,3364,Karma
5406,BOTTOM,ixliHiqURvyiuKs1PrndPW3bTKUZlZ658ud8MGF8ZiwcsA,25,0,4,11,0,0,7283,3380,337,11824,6800,12,1,38,42,3098,3157,3067,3117,3113,0,3364,Morgana
5417,BOTTOM,TCrzyi5DT7-vhyWKqtJb4yOkvLr-NF9tnlEAIfoZcKbIzg,43,5,10,11,0,1,16051,3399,802,13150,8592,11,0,46,29,3174,3107,3098,3504,3158,0,3364,Karma
5437,BOTTOM,r1xViWmQQrf88kJxHXzjne5DGP_bKHyPjW2nJQG3oM88TKA,117,2,6,8,2,1,4553,2393,373,9817,5593,9,7,45,17,3098,3028,0,3504,0,3117,3364,Lulu
5449,BOTTOM,HhwAABy4hgik_7w6KI1pBOOKg5ZT6ugGqRgShF8mBQzZIoA,44,1,1,17,0,1,2983,3855,2034,10085,7905,13,11,42,16,3107,3111,3401,2055,3010,1028,3364,Taric
5457,BOTTOM,jK7osFTaFJ7Uj38CdgYByOkf5259k7JwEUhZKcdahCKZPg,25,0,2,5,0,0,7026,529,529,8427,5375,10,5,47,32,2031,3098,2424,0,3191,3158,3364,Morgana
5462,BOTTOM,ccBvaug8vVD_7dCkSpaaofpfaRpWHLAYD3k6I5aCQJt0XHjPPZ6RYL_A,497,3,8,17,0,1,8986,3788,2758,16572,9998,13,10,86,23,3190,3107,3098,2055,3174,3117,3364,Rakan
5474,BOTTOM,PefmmQfVz8-6Gwd3ZqavQ8ZaoaHZAcHmNi-rj_grFeGeWPk,43,0,5,6,0,0,9979,4934,524,12970,6671,13,5,58,11,3174,3098,3117,3113,1004,1082,3364,Karma
5490,BOTTOM,lwGpiiB8EBNNTOPDlTQND43pZ6gOEOfis_YZq1NM9J7Oars,267,1,4,15,0,1,5128,1677,1072,10634,7095,13,4,37,9,3504,3092,2055,3114,3117,0,3364,Nami
5496,BOTTOM,ok3Z0tKpyNldrH9zXtcZUqigbsPtvy3Z8h4l0UkFKMiwBw,99,3,7,13,2,1,12584,1591,1324,12038,9381,13,8,82,57,3117,3174,3092,3504,2055,3114,3364,Lux
5502,BOTTOM,CeCrZmT7-v6njDtiGlJDMudhPiPF_53zhyk_vu0_UQFlMw,99,7,3,16,2,1,9047,4798,4148,8621,10160,13,7,60,49,2055,3098,3107,3117,3174,3504,3364,Lux
5524,BOTTOM,7HQt6ywFnl7twUjt0IY_Ab1TWLDhFXnX1bQqxBQMsFOq2k0,161,1,8,6,0,1,12016,2763,1387,14098,8023,13,6,74,15,2424,3191,3098,3089,1052,3020,3364,Velkoz
5551,BOTTOM,6-ivJDRpp8LhWFL9EuWXxFOxCO2D0ue6HpP0Zr0PHaFvog,432,4,6,12,3,1,15503,1426,384,18214,8207,12,7,56,46,3092,3174,3107,1028,3117,0,3364,Bard
5554,BOTTOM,3O-iBiB7OUoipo_-so-MVhDm_16-yPorhpUph5PCYRBazSM,497,0,2,3,0,0,2786,160,0,3640,3928,9,3,15,5,3098,2003,3158,2055,3108,3028,3364,Rakan
5557,BOTTOM,lKYb70uhM5wWvr1isz2l-NfPMRrN_AGXb_ndcCZ6Fh2hZMUzQDznx9te,43,2,4,18,2,1,14091,7434,2208,12632,9334,14,7,59,23,3107,3117,3504,3174,0,0,3364,Karma
5566,BOTTOM,96bx-4JnCJ_wgW0GGVgCkFmsKhx1Z3IdWQZSydEoVCzQ1g,412,2,7,24,0,1,5314,4728,3632,13268,8234,12,8,51,26,3069,3107,3190,2031,3117,2055,3364,Thresh
5569,BOTTOM,CK5xqwbuJ_ZfCRhrWRI9321Yu_xYq-IrkNKrCDVKgQ_A7js,63,3,5,5,2,1,14883,5300,1708,13783,8058,12,9,52,18,3092,0,3020,3165,1028,0,3364,Brand
5573,BOTTOM,GBBYivhXQJdfrD-MQMtPe0LPowYIfj9jXGsqaaeorejvSA,25,0,8,17,0,0,16149,9796,613,19532,9381,12,5,84,73,3107,3092,3157,3114,3117,1052,3364,Morgana
5574,BOTTOM,uB2s5QSh20bISU-9-buvySiSMzZljsPKXgfIiS1KYC1VJw,497,2,7,15,0,1,9882,1283,1283,15374,8811,12,8,70,44,3098,3117,3504,3050,2055,3028,3364,Rakan
5580,BOTTOM,uJl09BvmYpgin_w-szPXry9maVRMvmm_RMO4QOS6aqgWzPc,25,0,6,13,0,0,13234,847,847,17058,8387,13,4,76,96,3107,3157,3098,2031,0,3117,3364,Morgana
5599,BOTTOM,qyhd19D4ZkmolzebqFnJRKveqLelUKgoZrxJaNVJmG6BCI-6PMrCiJa3,111,3,3,14,2,1,8109,7521,696,11072,6912,11,6,52,54,1028,0,3401,0,3050,3117,3364,Nautilus
5618,BOTTOM,LCwFzz_u0079UTxSDNlYAJ71inqY-nKzP8DrD0LDx00fa8k,497,3,11,17,2,2,5860,1545,1150,20123,10175,15,5,76,27,3098,3107,3050,3111,2055,3504,3364,Rakan
5632,BOTTOM,ph4f527t_Thv0SI4bbuw2jd6M3Uz1q4Q0Rjvzl--91iLUV8,43,0,3,6,0,0,5348,687,228,10167,5978,11,4,50,13,3092,3107,2055,1004,1004,3158,3364,Karma
5658,BOTTOM,6X5UCg6WksgCmR1_rQMO0Nh10qXU8aqSflMZHs0iiDyNjCw,53,9,11,24,3,1,15051,489,489,32505,11753,15,1,41,50,3211,3069,3190,3109,3050,3117,3364,Blitzcrank
5687,BOTTOM,y52KCqmfbhUVZz4xd22ktOxGueyG8hA6emOFzcrLG7_AJw,555,14,12,13,5,3,21201,0,0,28806,13083,16,5,51,36,3814,3097,3142,2055,3147,3117,3364,Pyke
5689,BOTTOM,ONJAj6w7X9rIsOQ9Rnw5LZMVJwcTGghApHkoYRgDYZA,555,6,1,8,6,1,6966,3569,2439,15315,8024,12,4,31,13,3147,3117,3401,1036,0,0,3364,Pyke
5691,BOTTOM,f1lbMxG4sfhuoT-2jqmTxcGTn9LgMzfOyKDq-N7ilM3-OT8,111,0,7,14,0,0,8372,2939,780,19376,7761,14,11,77,52,3401,3050,0,3117,1031,3067,3364,Nautilus
5696,BOTTOM,9VauTtupP16Qk7WT_j9-5xNH9eWvbZhcHXQm6sDjHjb83g,111,3,9,15,0,1,8231,2025,120,22783,8362,13,12,67,48,3401,3117,2055,3050,3109,0,3364,Nautilus
5697,BOTTOM,FhX4UGH-Lp26Lt57Qjo31ZaDEwDh_k5CnHWtz3OEhtfsIA,350,1,2,21,0,1,15252,6620,859,9802,9772,15,7,67,31,3174,3041,3107,3098,0,1001,3364,Yuumi
5717,BOTTOM,Bh7AqsGhWdwFLUs6IH5na8hcJVO3N-U9vO_X-Kuu-FuDTw,43,5,4,21,3,1,11263,5270,2888,11711,12464,15,13,97,15,2055,3107,3092,3174,3117,3504,3364,Karma
5723,BOTTOM,oQ8fsanrz87a7dzvxjwdVh5uW82Om1OkKiqDCP2vnI_j3A,16,0,8,12,0,0,4384,1481,933,15709,7806,13,6,70,21,3092,3107,3158,0,3504,0,3364,Soraka
5761,BOTTOM,TCrzyi5DT7-vhyWKqtJb4yOkvLr-NF9tnlEAIfoZcKbIzg,44,0,5,18,0,0,5018,3094,1377,23527,8080,14,0,36,18,3111,3025,3097,0,1057,3010,3364,Taric
5766,BOTTOM,G7fK7d9VkIAEcJF6rzBN3zsaFPweRIvCabkc2zBCstl380c,53,4,2,15,4,2,6984,7710,6317,12705,10407,14,4,79,26,2055,3117,3050,3401,3109,3024,3364,Blitzcrank
5774,BOTTOM,BidY_2Lw4mIbCxJZTJ8n6jvyIJe7dw85qbTnx36swx9oAw,40,0,7,11,0,0,3983,2059,1316,15983,6943,14,2,50,22,3504,3107,1033,3098,1082,1001,3364,Janna
5784,BOTTOM,L2jlYvBcMCuoZzdP3GqJ96WxSg1Zq9TxIyu24L5HqnD2dw,555,8,5,7,4,3,9021,1538,644,13994,9460,11,5,59,27,3117,3814,3069,2055,3147,1036,3364,Pyke
5798,BOTTOM,9VauTtupP16Qk7WT_j9-5xNH9eWvbZhcHXQm6sDjHjb83g,25,2,5,24,0,1,13432,1583,916,16628,10254,14,15,85,89,3092,3905,2055,3174,3114,3117,3364,Morgana
5812,BOTTOM,340zkAYCsvcPCquyjwQIz27BeGXH5Hxf2ANZhT6xp75CBQ,223,3,3,9,2,1,8692,3054,930,16615,6794,10,6,35,33,2031,3401,0,3107,3111,1029,3364,TahmKench
5815,BOTTOM,qXm6bBQZD6B0ZJEWoAOCcLT4kU7Uxk33yVkke869C3cxJw,25,0,3,13,0,0,4842,1938,1018,11304,7920,13,6,64,38,3098,3157,3107,3117,0,0,3364,Morgana
5816,BOTTOM,ok3Z0tKpyNldrH9zXtcZUqigbsPtvy3Z8h4l0UkFKMiwBw,497,1,7,10,0,1,6152,3512,1218,13736,7864,13,10,59,28,3117,3050,3098,3174,2055,1028,3364,Rakan
5817,BOTTOM,nxY41jhGWBe5vDBEN1yDdMyLo5BsmzgM1lok8_k6Y2YhzzYlBgtuL6EM,25,1,2,3,0,1,2925,216,216,6608,4801,10,3,26,22,2031,3191,2424,3092,1052,3117,3364,Morgana
5823,BOTTOM,0--KuP5xAu1NS1KL3Nr8Sspq9bYQ2iXdz4FreWr90vo17g,37,3,6,12,0,1,11188,1501,1501,11344,7556,12,3,35,9,3113,3092,3020,3174,2055,3114,3364,Sona
5840,BOTTOM,VwQpOanUlGxkw-rDC1u3DwFAHYj3SGeQmojKb8VBHazcj6oECYowu4hL,12,6,12,14,2,1,7054,899,899,30413,8837,11,5,38,50,3109,3401,3107,3111,1028,2055,3364,Alistar
5852,BOTTOM,1qnL-PrhacuxA7vt1S74cHE6eBl9i1oxmyhEuxwI-L9rqg,40,0,6,22,0,0,12697,514,514,18062,9350,14,6,79,49,3108,3092,3222,1082,3504,3117,3364,Janna
5862,BOTTOM,340zkAYCsvcPCquyjwQIz27BeGXH5Hxf2ANZhT6xp75CBQ,555,5,2,13,3,2,10055,2183,1666,16413,8040,12,13,48,25,2031,3097,0,3117,3147,3134,3364,Pyke
5864,BOTTOM,IBSjvcGdKiJnNakEuS_zk_zlmY1uyPZUDX0IBB4Y5RYPvkU3KphFFgAT,111,2,5,6,0,1,6056,83,0,12396,5428,10,2,25,37,3050,3117,0,3401,0,0,3364,Nautilus
5888,BOTTOM,YiqeGyQ7wDpOdeyo65zuybeAGnWjSaMF1qrq0-XUzJ5i0A,25,3,7,19,0,1,16867,2770,664,22241,11984,16,12,111,91,3092,3157,2055,3107,3504,3117,3364,Morgana
5921,BOTTOM,nNVs-lDbzH6cNJqtHpGzz8u7smcoiOuGuEgHK-rQlfgr-hc,37,0,7,5,0,0,7244,1623,1174,12981,6777,13,2,33,11,3504,3098,2055,3070,3174,0,3364,Sona
5987,BOTTOM,YiqeGyQ7wDpOdeyo65zuybeAGnWjSaMF1qrq0-XUzJ5i0A,16,1,9,11,0,1,7055,1016,1016,16887,7983,14,9,52,53,3098,3107,2055,3801,3504,3158,3364,Soraka
5989,BOTTOM,96bx-4JnCJ_wgW0GGVgCkFmsKhx1Z3IdWQZSydEoVCzQ1g,43,0,4,0,0,0,5322,0,0,6109,3972,8,3,21,10,3098,3107,2422,1052,2055,0,3364,Karma
5990,BOTTOM,Biurfr6fOLODKtTJFRJqddvFzpY4_jdoHcPJdaI3UoPGvw,26,2,9,6,0,1,8187,500,500,15040,7426,12,1,45,20,1082,3504,3092,3117,0,0,3364,Zilean
6025,BOTTOM,IJL6oe_s8pvFOQ1f4zpRqp6wt3mU1hn5V7r7hOwsuu6T6Q,350,6,3,17,3,2,11276,1031,1031,5958,8879,12,6,31,26,3504,3098,3041,0,3174,0,3364,Yuumi
6072,BOTTOM,B-iEESUIUc73jS87hawAmt8xzXJ2qqQj993yDUS-6TplTYU,99,6,3,20,3,1,21091,5860,3375,10708,11017,14,4,31,50,3174,3157,3504,3117,2055,3092,3364,Lux
6073,BOTTOM,yf53bTr1hXW4jnqwrZX15rvntbWjizjKDfWQ7JSr0JH_8-M,25,0,12,11,0,0,7162,4057,2812,20653,8445,12,11,72,41,3092,3157,0,3801,3117,3114,3364,Morgana
6089,BOTTOM,81m1ZfWwesTRWEWP4lw80Kk-ye_h06Bnyy5yWj_j1pUlH3g,25,3,6,2,0,1,5964,1870,1734,10233,6583,10,5,38,29,3157,2055,3117,3801,0,3092,3364,Morgana
6100,BOTTOM,sKhGiL38Ej5Uw3z7s98Y8x2DUW7ASVhd05i2vrJ0sHgET5w,117,4,5,18,2,1,12540,5226,2422,25230,12293,17,9,82,26,3092,0,3222,3107,3158,3905,3364,Lulu
6101,BOTTOM,apeNl3z0rSa5sIfnK_SJMsVVtAXIooLkswKiseAW3_OI_V0,43,3,5,15,2,1,11085,1079,1079,12156,8672,13,10,61,23,3092,3107,2055,3174,1052,3117,3364,Karma
6102,BOTTOM,I16qxE6Kyu1a0nEqB1Dexo70SmS6_gYbX1El13Wg6Sc7-SA,497,3,4,18,0,1,10540,7032,1919,14482,8871,12,9,51,24,3092,2065,0,3114,3117,3105,3364,Rakan
6119,BOTTOM,d8QSVMXeT6PIHBBHRKfAN3qEjexkt_aFESd1dvxfhvAAWA,432,6,4,23,6,2,15502,2274,1103,17624,10212,14,2,35,33,3092,3905,1029,3107,3117,3067,3364,Bard
6138,BOTTOM,EUVZ4pHp1pyz0iQ_LsJhc0c3TM_S3kD_QZJfJf3UJSWSdiY,99,3,7,14,2,2,10926,1155,1155,12111,8519,11,7,57,52,3107,3098,3504,3117,2055,3108,3364,Lux
6140,BOTTOM,0Ttyo_1Am094OMO1E8RtZbG7WFnBJcbStFT7QtzFqmN03g,497,0,4,7,0,0,3365,0,0,8592,4565,10,3,38,10,3111,3096,3024,3105,0,0,3364,Rakan
6141,BOTTOM,9EaQ2JTD9r7I5KYvsZkmc0VPRa3cGWM4nrKZV8EqJ3OFVaE,161,2,6,9,2,1,18716,146,146,12616,6935,11,4,54,23,3151,2420,3098,3117,1052,0,3364,Velkoz
6152,BOTTOM,QYEvO9i8iv599yDgiXipwre3k7CJB4VH-8Rcq-VqeNnqdkY,40,1,2,13,0,1,5734,3921,2827,5326,6428,10,7,34,22,3114,3041,2055,3098,3801,3222,3364,Janna
6155,BOTTOM,GBBYivhXQJdfrD-MQMtPe0LPowYIfj9jXGsqaaeorejvSA,267,1,5,7,0,1,5879,1096,1000,12854,6815,12,11,43,18,3114,2055,3098,3504,3117,3801,3364,Nami
6174,BOTTOM,I16qxE6Kyu1a0nEqB1Dexo70SmS6_gYbX1El13Wg6Sc7-SA,37,1,4,12,0,1,4286,4152,3023,8163,7046,12,6,51,4,3092,0,1001,3114,3174,0,3364,Sona
6175,BOTTOM,fOzrn6vWYLs3ngFrXOJsw67BvpqxpAnF6nqh_1WGCGA5sQ,497,1,2,16,0,1,5741,3248,3174,9468,7834,12,8,58,26,3024,3069,0,3050,3117,3801,3364,Rakan
6189,BOTTOM,b_5UGInfOGm5k6Sp1GbrvXXl9lQazuKtUNHpXlT1sG1jFQuQLaF4uHvK,161,3,4,4,0,1,10794,963,286,9397,6577,11,4,19,12,3285,1056,3020,1082,0,0,3340,Velkoz
6217,BOTTOM,i9CBbuQ_kXuz1893-fnwr4VJ0AkHX5wEkPdk53TboU_JrrQ,43,2,5,10,0,1,12670,2145,1342,10513,7688,12,6,45,19,3098,1052,3107,3117,2055,3504,3364,Karma
6232,BOTTOM,fc22CkQBGt3P9gCBHVzMncJ62UlJtcq5KGhwM0UN-07_2Q,267,4,6,7,2,1,3174,2375,0,11025,6470,10,11,45,6,2003,3098,3107,2055,3114,3158,3364,Nami
6249,BOTTOM,N3BiCaa6c5b9uY2GklxYefhXlaDeSI6vYGpmzKEWVAjdxQ,99,5,0,12,5,2,9841,7493,1883,5881,9500,13,7,49,60,3098,3117,2055,3504,3174,3114,3364,Lux
6253,BOTTOM,OdgFiq-r5h0WpfEIBVuO0RFR0udqVM2hPWJcCKEXlUcCww,555,4,8,16,2,1,12337,2211,2211,22045,11857,16,12,106,26,3142,3814,3097,3147,3117,0,3364,Pyke
